id,question,question_concept,choices,answerKey
a7d51b753c2113d8b2dbd0ebb5375855,James's nice asked him about her grandfather. She was interested in learning about what?,niece,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['family tree', 'family reunion', 'babysitting', ""brother's house"",
       'heirlooms'], dtype=object)}",A
3e4b326aff96e9adbb52ba18cfa877b2,James looked up and saw the start twinkling in the black yonder.  He marveled the sheer number of them and the size of what?,stars,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['universe', 'orbit', 'night sky', 'outer space', 'his wallet'],
      dtype=object)}",A
5ac83e9e6fa9851ad3cccb0d57c1d88f,What would encourage someone to continue playing tennis?,playing tennis,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['becoming tired', 'tennis elbow', 'exercise', 'hunger', 'victory'],
      dtype=object)}",E
2c0030cc14a27be2401dcfdaa501f0fc,James found the sound relaxing.   It was so relaxing he almost did what despite his efforts?,relaxing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deep breathing', 'worried', 'fall asleep', 'invigorating',
       'feeling good'], dtype=object)}",C
feb83263e6be392351db0794004efc3f,What regions of a town would you have found a dime store?,dime store,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['commercial building', 'old movie', 'small neighborhood', 'past',
       'mall'], dtype=object)}",C
80697d599280d994d8a584c95824ef1f,Where might an unused chess set be stored?,chess set,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['toy store', 'michigan', 'living room', 'attic', 'cupboard'],
      dtype=object)}",E
3c1800e7dd96d37fdd3c51b9fe502342,"james told his son to settle down and be careful.  There were many frogs mating in the area, and James didn't want his son to do what to them?",settle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wander', 'migrate', 'scare', 'disturb', 'agitate'], dtype=object)}",D
4da33e6f4b789776acb1bc10195baa83,"A man wants air conditioning while we watches the game on Saturday, where will it likely be installed?",air conditioning,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car', 'house', 'offices', 'park', 'movie theatre'], dtype=object)}",B
ae038e9af9d5a511ada7456b5e73b15e,What could be playing a balailaika?,balalaika,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movie dr', 'orchestra', 'music store', 'cat', 'symphony'],
      dtype=object)}",B
a400b9fd1e319f901471c4b42d401c52,"Sailors drive many different types of boats, what type of boat involves their namesake.",sailor,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coming home', 'row boat', 'board ship', 'inflatable raft',
       'sail boat'], dtype=object)}",E
9dffd2021771e0ecddb19031acf3701b,Where could a person avoid the rain?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus stop', 'tunnel', 'synagogue', 'fairy tale', 'street corner'],
      dtype=object)}",C
3730c646fdf54472ab873aac9ff7852e,Why would a person like to have a large house?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have choice', 'mentally challenged', 'own house', 'obesity',
       'lots of space'], dtype=object)}",E
175e7dcdded13d5adafaebf2264c3abd,Where will a cheap book be found?,book,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'classroom', 'discount store', 'school room',
       'bedside table'], dtype=object)}",C
11d7db1d8e1cff2f40d4184f15cf7ae7,John and James are idiots. They bought two tickets to the Falcons vs the Jets even though neither wanted to see the what?,idiots,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['internet cafe', 'sporting event', 'pressing wrong buttons',
       'obesity', 'hockey game'], dtype=object)}",B
08db69edf0ec5848c1a53dca8fc1601a,James noticed that his penis was bigger. .  How might he act toward his plastic surgeon?,bigger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['accidental', 'detestable', 'effusive', 'enabled', 'apathetic'],
      dtype=object)}",C
855ab6ba47f6311104c4d29e24ef0234,Who do professors work with?,professors,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['methods of facts', 'teach courses', 'wear wrinkled tweed jackets',
       'school students', 'state facts'], dtype=object)}",D
7ec11eeca4221795c117943ca2639e86,Colorful anemone look somewhat like what object you find on window sills?,anemone,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['intertidal zone', 'coral sea', 'under water', 'flower bed',
       'florida keys'], dtype=object)}",D
e9389b08fdd17f14b148d498d6ff4dfe,From where do aliens arrive?,aliens,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['outer space', 'weekly world news', 'roswell', 'universe', 'mars'],
      dtype=object)}",A
afa2899cc21e204fa64e63e7839e8c1e,"The hikers stopped to have a drink, simply put they what?",drink,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['had a party', 'were thirsty', 'refreshment', 'getting drunk',
       'celebrating'], dtype=object)}",B
f898eb5b789d2dc6804edba269f051f0,When you get up in the morning before you begin work you should do what?,begin work,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apply for job', 'sleep', 'concentrate', 'shower', 'just do'],
      dtype=object)}",D
7ed7379fc51fd35a47be022f6c56ce51,"The kitten had nothing to dig it's claws into, so when it tried to stop it slid across what?",kitten,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['living room', 'floor', 'warm place', 'carpet', 'farmhouse'],
      dtype=object)}",B
15798a23ee6952fedd6d202064069126,If a person is trying to keep something in their hand what should they do?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['complete collection', 'own house', 'procrastinate', 'explode',
       'have to hold'], dtype=object)}",E
273d0134e8ce53d4ebcf41ca7fde02af,Where could you find hundreds of thousands of home?,home,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'neighborhood', 'star can', 'city or town',
       'apartment building'], dtype=object)}",D
2f0931adc3d0d422d9ab6264395e89d8,"Playing baseball is a lot like any other sport, there is always a risk of what?",playing baseball,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sore muscles', 'errors', 'happiness', 'injury', 'fun'],
      dtype=object)}",D
d00d3ba777cb3889a45799d72fca0a50,If I want to watch a movie without leaving my home what might I use?,movie,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drive in movie', 'drive in movie', 'television', 'video store',
       'show'], dtype=object)}",C
b1f36d1c8ab7e5a28783cb38e8709c27,"The victim was to take stand today, they were going to do what?",take stand,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['testify', 'runaway', 'witness', 'tell truth', 'go home'],
      dtype=object)}",A
a5e76dd088aab4f89e2fe93f6de6e46d,What does a successful dog grooming session likely to make a owner feel?,grooming,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cleanliness', 'mistakes', 'growth', 'satisfaction', 'late'],
      dtype=object)}",D
ac6f0e24dd6203cda43e1089dcf081d6,"The runner was in third place, but he pushed harder and thought he might be able to reach second.  What was beginning to do?",runner,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['near finish line', 'finish', 'get tired', 'gain ground',
       'trip over'], dtype=object)}",D
1ab746bcd100ccf513055fe93c61010b,"The tourist entered Mammoth cave, what state were they in?",cave,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['west virginia', 'kentucky', 'rocky hills', 'scotland', 'canyon'],
      dtype=object)}",B
af836abc58e0daf36df1d8d6830b70c5,What does someone typically feel when applying for a job?,applying for job,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['horror', 'anxiety and fear', 'rejection', 'increased workload',
       'being employed'], dtype=object)}",B
2ed66cfd206723a006b37599b516ad6e,"He was on trial for obstructing justice, during which he made a questionable comment and was also found guilty of what?",obstructing justice,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['prosecution', 'getting hurt', 'sweat', 'steam',
       'committing perjury'], dtype=object)}",E
e89a2762d578cb7bc2cc0a5b2a16d933,What kind of feelings does buying presents for others create?,buy presents for others,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tears', 'please', 'like', 'thank', 'make happy'], dtype=object)}",E
43cec0fff43a976fade9112d02b66021,What green area is a marmot likely to be found in?,marmot,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['countryside', 'great plains', 'encyclopedia', 'jungle',
       'north america'], dtype=object)}",A
30e66db11e0257a14a17108b90cd69fb,"Jan tested the current, and noticed that it was high.  He thought that the wires might have too much what?",current,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['later', 'updated', 'still', 'resistance', 'now'], dtype=object)}",D
f21ef67b31bd36a3174b6b4c7b4bbc7b,What does a kindergarten teacher do before nap time?,teacher,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lower expectations', 'encourage', 'fear', 'time test',
       'tell story'], dtype=object)}",E
e476e2c8c278eaecfe1a8b884b6aeb8e,"Sam was a stranger.  Even so, Mark treated him like what?",stranger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['friend', 'family', 'known person', 'park', 'outsider'],
      dtype=object)}",B
191e3c676f05a11d6b2565d8c27d2001,"Bob's only light source was a small bulb.  There were four walls, if there was a door he couldn't see it.  What was Bob in?",light source,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closed room', 'sky', 'dard', 'his grave', 'house'], dtype=object)}",A
99098375c7b651d524eebac72e358238,James thought of criminal justice like a computer program.  It need to work right.   What ideas might James not like?,computer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manual', 'process information', 'power down', 'control model',
       'reason exists'], dtype=object)}",D
290fac9f881a83d8bfb34355f8e71044,With the card slot lit up he knew how to get started finding his balance with what?,card slot,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slot machine', 'ticket machine', 'bank machine', 'telephone',
       'automated teller'], dtype=object)}",E
6c36226b23377a0dd0188bf56840e22a,To play sports professionally you must do what very often?,play sports,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wash your clothes', 'get in shape', 'practice',
       'take off uniform', 'stretch'], dtype=object)}",C
aa5aa36557a5fbb93391506182f1025c,Some people prefer releasing energy through work while others prefer to release it through what?,releasing energy,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['motion', 'stretch', 'exercise', 'movement', 'muscles'],
      dtype=object)}",C
a38df3e750b1edd30f905e17af803c61,What will a person going for a jog likely be wearing?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grope', 'acknowledgment', 'comfortable clothes', 'ipod',
       'passionate kisses'], dtype=object)}",C
dba51270f789c75a2e38a5201b124d99,"The child pretended he was reading newspaper, he couldn't actually do it without what?",reading newspaper,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['patience', 'falling down', 'literacy', 'buying',
       'knowing how to read'], dtype=object)}",E
1be8ec824eb0c7218b6bc160fd191428,Jenny enjoyed helping people.  It brought her a great deal of what?,helping,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['satisfaction', 'complications', 'train',
       'feel good about yourself', 'enjoyment'], dtype=object)}",A
0e80f2afe5c4f652e8720b52d7c06c87,What might someone believe in if they are cleaning clothes?,cleaning clothes,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feminism', 'sanitation', 'ruined', 'wrinkles',
       'buttons to fall off'], dtype=object)}",B
b67971747e95ba425a5b81e0ba8d0b28,Where would you find a basement that can be accessed with an elevator?,basement,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat cake', 'closet', 'church', 'office building', 'own house'],
      dtype=object)}",D
fcd39cfa321728fea069a6ae4285b06f,In order to learn to program from another person you can do what?,program,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn how to', 'have a friend', 'knowledge', 'take class',
       'have computer'], dtype=object)}",D
cb6766fb25daee911fc8e9816b98938c,"He was at the gym trying to build muscle, what is it called that he is trying to build muscle on?",muscle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['body of animal', 'arm', 'bodybuilder', 'body of dog',
       'human body'], dtype=object)}",E
54231f875bb7fe4d3e4afb6eae64387c,What part of plants is pretty?,plants,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dirt', 'no neurons in', 'millions of cells', 'flowers on',
       'roots'], dtype=object)}",D
7d7f7d7a8ae3b20ca9fc0da6efe467b4,"The man was going fishing instead of work, what is he seeking?",going fishing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['food', 'relaxation', 'killing', 'missing morning cartoons',
       'boredom'], dtype=object)}",B
31b72d4e4ae7c672c20e27e42499ec79,What could you get an unsmooth pit from?,pit,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backyard', 'rock', 'mine', 'cherry', 'peach'], dtype=object)}",E
26ce83b8e9a263079aa8cdbd5258d667,"The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?",reply,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['initiate', 'ignore', 'question', 'answer', 'ask'], dtype=object)}",A
30138608d4934a75cf0911a06b021374,"I couldn't find anybody who recalled the event, what were they adroit at doing?",anybody,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['question authority', 'act fool', 'wash dishes', 'act innocent',
       'forget'], dtype=object)}",E
01abce8c4964371d85a5be2019f75827,Where would you find a large dining room containing a fancy chandelier?,dining room,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mansion', 'every house', 'own home', 'table', 'restaurant'],
      dtype=object)}",A
