id,question_stem,choices,urdu_question_stem,urdu_choices,answerKey
9-202,Which of the following would be part of the water cycle?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Breaking ice up into pieces.', 'Filling a swimming pool',
       'A lake forming a cloud', 'Irrigating a corn crop'], dtype=object)}",مندرجہ ذیل میں سے کون سا آبی چکر کا حصہ ہوگا؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['برف کو ٹکڑوں میں توڑنا۔', 'سوئمنگ پول کو بھرنا۔',
       'جھیل سے بادل کا بننا۔', 'مکئی کی فصل کو پانی دینا۔'], dtype=object)}",C
287,What is animal competition?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['wolves and bears eating salmon',
       'a shark and marlin swimming fast',
       'gazelles and zebras living on the plains',
       'an oxpecker helping a rhino'], dtype=object)}",جانوروں کی مسابقت کیا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['بھیڑیوں اور ریچھوں کا سالمون مچھلی کھانا',
       'ایک شارک اور مارلن کا تیز تیرنا',
       'ہرنوں اور زیبروں کا میدانوں میں رہنا',
       'ایک آکسپیکر کا گینڈے کی مدد کرنا'], dtype=object)}",A
9-649,do all insects have to undergo every stage of change before becoming full grown?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['all of these', 'insects are born live',
       'pupa stage is sometimes skipped', 'pupa is a required stage'],
      dtype=object)}",کیا تمام حشرات کو مکمل بالغ ہونے سے پہلے تبدیلی کے ہر مرحلے سے گزرنا پڑتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['یہ تمام', 'حشرات زندہ پیدا ہوتے ہیں',
       'پیوپا کا مرحلہ کبھی کبھی چھوڑ دیا جاتا ہے',
       'پیوپا ایک لازمی مرحلہ ہے'], dtype=object)}",C
9-293,An example of a circuit would be,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Rock climbing', 'running a mile', 'dimming a bulb',
       'swimming a lap'], dtype=object)}",سرکٹ کی ایک مثال ہوگی,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['چٹان پر چڑھنا', 'ایک میل دوڑنا', 'بلب کی روشنی دھیمی کرنا',
       'تیراکی کا ایک چکر لگانا'], dtype=object)}",C
1336,"What would be an example of a force acting on an object in the opposite direction that the object is moving, which would cause the object's speed to decrease in a forward motion?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['seven bees are flying north while a car is driving west',
       'a car is driving west with a person pushing it west',
       'a car is driving east but the sun is rising in the east',
       'a car is driving north with strong winds blowing south'],
      dtype=object)}",ایسی قوت کی مثال کیا ہوگی جو کسی جسم پر اس کی حرکت کی مخالف سمت میں عمل کرے، جس کی وجہ سے اس کی آگے کی حرکت کی رفتار کم ہو جائے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['سات شہد کی مکھیاں شمال کی طرف اڑ رہی ہیں جبکہ ایک کار مغرب کی طرف چل رہی ہے۔',
       'ایک کار مغرب کی طرف چل رہی ہے اور ایک شخص اسے مغرب کی طرف دھکیل رہا ہے۔',
       'ایک کار مشرق کی طرف چل رہی ہے لیکن سورج مشرق سے طلوع ہو رہا ہے۔',
       'ایک کار شمال کی طرف چل رہی ہے اور تیز ہوائیں جنوب کی طرف چل رہی ہیں۔'],
      dtype=object)}",D
7-632,When something is condensed,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['it is made into a wetter form', 'it is a liquid lake',
       'it becomes molten liquid', 'it is damp inside'], dtype=object)}",جب کوئی چیز گاڑھی ہو جاتی ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اسے زیادہ گیلی شکل دی جاتی ہے', 'یہ ایک مائع جھیل ہے',
       'یہ پگھلا ہوا مائع بن جاتی ہے', 'یہ اندر سے نم ہوتی ہے'],
      dtype=object)}",A
7-389,The supply of natural gas,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['is renewable thru more mining',
       'depletes without replenishment with every use',
       'comes from synthetic creation',
       'should be used as much as possible'], dtype=object)}",قدرتی گیس کی فراہمی,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['مزید کان کنی کے ذریعے قابلِ تجدید ہے',
       'ہر استعمال کے ساتھ بغیر بھرپائی کے کم ہو جاتی ہے',
       'مصنوعی تخلیق سے حاصل ہوتی ہے',
       'اسے زیادہ سے زیادہ استعمال کرنا چاہیے'], dtype=object)}",B
241,Which of these animals might eat a steak?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Chicken', 'Lion', 'Cow', 'Buffalo'], dtype=object)}",ان جانوروں میں سے کون سا اسٹیک کھا سکتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['مرغی', 'شیر', 'گائے', 'بھینس'], dtype=object)}",B
9-74,A good reason for humans to feel little fear for wild wolves is that,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['wolves are human', 'wolves elude humanity', 'wolves eat corn',
       'wolves are domesticated'], dtype=object)}",انسانوں کے جنگلی بھیڑیوں سے کم ڈرنے کی ایک اچھی وجہ یہ ہے کہ,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['بھیڑیے انسان ہیں', 'بھیڑیے انسانوں سے بچتے ہیں',
       'بھیڑیے مکئی کھاتے ہیں', 'بھیڑیے پالتو ہوتے ہیں'], dtype=object)}",B
9-914,which of these places would most likely sustain a growing plant?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['the ceramic tile in a kitchen', 'a water body front',
       'the top of a mountain', 'the bottom of a clay pit'], dtype=object)}",ان میں سے کس جگہ پر ایک بڑھتے ہوئے پودے کی نشوونما کا سب سے زیادہ امکان ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['باورچی خانے کی سیرامک ٹائل', 'کسی آبی ذخیرے کا کنارہ',
       'پہاڑ کی چوٹی', 'چکنی مٹی کے گڑھے کی تہہ'], dtype=object)}",B
9-507,What is decomposed in decomposition?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['lifeless life forms', 'living creatures', 'metals', 'plastics'],
      dtype=object)}",تحلیل کے عمل میں کیا چیز گل سڑ جاتی ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['بے جان نامیاتی اجسام', 'زندہ جاندار', 'دھاتیں', 'پلاسٹک'],
      dtype=object)}",A
1784,The shape of a hummingbird's beak is an adaptation for,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['getting to hard to reach wood',
       'getting to hard to reach females',
       'getting to hard to reach rocks',
       'getting to hard to reach nutrients'], dtype=object)}",شکر خورے کی چونچ کی شکل کس چیز کے لیے ایک مطابقت ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['دشوار گزار لکڑی تک رسائی', 'دشوار گزار مادہ تک رسائی',
       'دشوار گزار چٹانوں تک رسائی', 'دشوار گزار غذائی اجزاء تک رسائی'],
      dtype=object)}",D
9-1109,What eat other animals?,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['herbivores', 'bacteria', 'flesh eaters', 'giraffes'], dtype=object)}",دوسرے جانوروں کو کون کھاتے ہیں؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['سبزی خور', 'بیکٹیریا', 'گوشت خور', 'زرافے'], dtype=object)}",C
9-588,A lot of animals would avoid,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['piles of discarded diapers', 'freshly off the grill steak',
       'flowers that have just bloomed', 'pools of clear, clean water'],
      dtype=object)}",بہت سے جانور بچنا پسند کریں گے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['استعمال شدہ ڈائپرز کے ڈھیر سے', 'تازہ گرل کیے ہوئے اسٹیک سے',
       'نئے کھلے ہوئے پھولوں سے', 'صاف شفاف پانی کے تالاب سے'],
      dtype=object)}",A
9-568,You can find ferrous metals in,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['Grass', 'Vehicle scraps', 'Wood', 'Glass'], dtype=object)}",آپ کو فیرس دھاتیں کس چیز میں مل سکتی ہیں؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['گھاس', 'گاڑیوں کا کباڑ', 'لکڑی', 'شیشہ'], dtype=object)}",B
1927,"After exiting the gym, the man's heart rate was most likely?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['higher', 'lower', 'normal', 'fluctuating'], dtype=object)}",جم سے نکلنے کے بعد، اس شخص کے دل کی دھڑکن غالباً کیسی تھی؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['تیز', 'سست', 'معمول کے مطابق', 'اتار چڑھاؤ والی'], dtype=object)}",A
1589,Peddling a bicycle can be accomplished by,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['dolphins', 'dogs', 'possessors of thumbs', 'emus'], dtype=object)}",سائیکل چلانے کا کام کون انجام دے سکتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ڈولفن', 'کتے', 'انگوٹھے رکھنے والے', 'ایمو'], dtype=object)}",C
9-495,"if two things seemingly come closer together without a person interfering, which of these is likely?","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['the objects are possessed',
       'the objects could have magnetic properties', 'the sun is rising',
       'all of these'], dtype=object)}",اگر دو چیزیں بغیر کسی شخص کی مداخلت کے ایک دوسرے کے قریب آتی دکھائی دیں، تو ان میں سے کیا ممکن ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ان چیزوں پر آسیب کا سایہ ہے',
       'ان چیزوں میں مقناطیسی خصوصیات ہو سکتی ہیں', 'سورج طلوع ہو رہا ہے',
       'یہ تمام'], dtype=object)}",B
7-350,"If a bird is green, another bird can realize that by","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['noticing it', 'visiting it', 'touching it', 'killing it'],
      dtype=object)}",اگر ایک پرندہ سبز ہے، تو دوسرا پرندہ یہ جان سکتا ہے,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اسے دیکھ کر', 'اس کے پاس جا کر', 'اسے چھو کر', 'اسے مار کر'],
      dtype=object)}",A
9-536,Sound can be used for communication by,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['creatures', 'plants', 'water', 'planets'], dtype=object)}",آواز کو مواصلات کے لیے استعمال کر سکتے ہیں,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['مخلوقات', 'پودے', 'پانی', 'سیارے'], dtype=object)}",A
8-357,"A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock","{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['is now an underground chamber', 'is now solid gold',
       'is now about to explode', 'is now much bigger'], dtype=object)}",ایک عورت سال ہا سال ایک ہی ساحل پر جاتی ہے اور پتھر کی ایک بڑی دیوار میں تبدیلی محسوس کرتی ہے۔ جہاں پانی چٹان کو چھوتا ہے، وہ دیکھتی ہے کہ چٹان میں گھلنے کے آثار ہیں۔ دو سال بعد، چٹان میں ایک گڑھا بن جاتا ہے۔ پچاس سال بعد، عورت کو معلوم ہوتا ہے کہ چٹان,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['اب ایک زیرِ زمین حجرہ بن گئی ہے', 'اب ٹھوس سونے کی بن گئی ہے',
       'اب پھٹنے والی ہے', 'اب بہت بڑی ہو گئی ہے'], dtype=object)}",A
7-1029,In a year there is a complete revolution around a,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['core', 'planet', 'star', 'moon'], dtype=object)}",ایک سال میں ___ کے گرد ایک مکمل گردش ہوتی ہے۔,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['مرکز', 'سیارہ', 'ستارہ', 'چاند'], dtype=object)}",C
9-1065,Which action may be seen an action that benefits the environment,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['redeeming aluminum cans', 'burning trash', 'hunting deer',
       'Building inground pool'], dtype=object)}",کون سا عمل ماحول کے لیے فائدہ مند سمجھا جا سکتا ہے؟,"{'label': array(['A', 'B', 'C', 'D'], dtype=object), 'text': array(['ایلومینیم کے کین واپس کرنا', 'کچرا جلانا', 'ہرن کا شکار کرنا',
       'ان گراؤنڈ پول بنانا'], dtype=object)}",A
