id,question_stem,choices,answerKey,pashto_question,pashto_choices
9-1186,An example of a chemical reaction would be,"{'text': array(['A rusty fence', 'Sleeping', 'Drinking water', 'Rain'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د کیمیاوي عمل یوه بیلګه به وي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""زنګ وهلی باڑه"", ""خوب کول"", ""اوبه څښل"", ""باران""]}"
82,The size of an object and the ability to see it more easily have what kind of relationship?,"{'text': array(['equal', 'inverse', 'direct', 'reverse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,د یو شي اندازه او د هغه د اسانه لیدلو وړتیا څه ډول اړیکه لري؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""مساوي"", ""معکوس"", ""مستقیم"", ""برعکس""]}"
8-165,Tuna primarily eat,"{'text': array(['parasites, soybeans and flaxseeds',
       'sea turtles, sharks and coral reefs',
       'spineless marine organisms, cartilaginous and gelatinous organisms',
       'sea vegetables like kelp, Irish moss and Arame'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,ټونا ماهي اصلي خوراک دا دی,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""پرازیتونه، سویابین او د السي تخمونه"", ""سمندري کیسه مچانې، شارکونه او مرجاني ریفونه"", ""بې مهرې سمندري ژوي، غضروفي او جلاتیني ژوي"", ""سمندري سبزیجات لکه کیلپ، آیرش ماس او ارامه""]}"
404,Evaporation of water can lead to,"{'text': array(['waterfalls', 'blizzards', 'earthquakes', 'hot springs'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,د اوبو تبخیر لامل کیدی شي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""آبشارونه"", ""واورې طوفانونه"", ""زلزلې"", ""ګرم چینې""]}"
279,What is an electrical energy conductor?,"{'text': array(['horseshoe', 'tire', 'cotton shirt', 'maple branch'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د بریښنایي انرژي لپاره رسانه (کنډکټر) څه ده؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""نعل"", ""ټایر"", ""د مالوچ جامې"", ""د بید ډنډوره""]}"
9-532,What kind of substance will cool when it touches a cold object?,"{'text': array(['warm', 'frozen', 'chilly', 'cold'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,کوم ډول ماده به سړه شي کله چې سړ شي ته ولګیږي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ګرم"", ""یخ شوی"", ""یخنکی"", ""سړ""]}"
268,Scraping an object,"{'text': array(['may cause the object to grow in size',
       'may cause the object to fall',
       'may cause pieces to flake off the object',
       'may cause the object to snap in half'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,یو شی خراشول,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ممکن لامل شي چې شی په اندازه لوی شي"", ""ممکن لامل شي چې شی ولویږي"", ""ممکن لامل شي چې ټوټې له شی څخه ولویږي"", ""ممکن لامل شي چې شی په نیمایي مات شي""]}"
7-1018,A pulley is used to lift a flag on a flagpole by,"{'text': array(['moving a rope sideways', 'putting something in the air',
       'moving things with wheels', 'yanking string up a wheel'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,پله د بیرغ پورته کولو لپاره کارول کیږي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""پړی یو خوا ته حرکت کول"", ""یو شی هوا ته پورته کول"", ""شیان د ټایرونو سره حرکت کول"", ""تار د چرخ پورته کشول""]}"
1756,Which animal lays eggs,"{'text': array(['emus', 'dogs', 'squirrels', 'giraffes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,کوم حیوان هګۍ اچوي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""ایمو"", ""سپي"", ""ګوتکان"", ""زرافې""]}"
1137,Dunes can be made out of the same thing as,"{'text': array(['clothes', 'food', 'forests', 'castles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,شګو غونډۍ د ورته شی څخه جوړیدلی شي لکه,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""کالي"", ""خوراک"", ""ځنګلونه"", ""ماڼۍ""]}"
7-203,A learned behavior is exhibited when,"{'text': array(['squinting in bright light', 'inhaling and exhaling during sleep',
       'blinking and gulping air', 'nailing up a picture frame'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,زده شوی چلند هغه وخت ښودل کیږي کله چې,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""په تیزه رڼا کې سترګې ټینګوي"", ""د خوب پر مهال ساه اخلي"", ""سترګې رپوي او هوا نیسي"", ""د انځور چوکاټ پر دیوال ونښلوي""]}"
745,Wax can be used similarly to,"{'text': array(['wood', 'rubber', 'water', 'metal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,موم د ورته مادې په توګه کارول کیدی شي لکه,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""لرګی"", ""ربړ"", ""اوبه"", ""فلز""]}"
7-902,Bill planted rapeseed in his field one year and soybeans the next in order to,"{'text': array(['get bigger yields', 'make things boring', 'keep things random',
       'get smaller yields'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,بل یو کال تخم کرونده وکرله او بل کال یې سویابین وکرل ترڅو,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""لوی حاصلات ترلاسه کړي"", ""شیان ستونزمن کړي"", ""شیان تصادفي وساتي"", ""کوچني حاصلات ترلاسه کړي""]}"
1095,What is the primary reason my duck feather filled jacket works well against the snow,"{'text': array(['feathers slows heat transfer', 'the natural duck wax',
       'a synthetic thick liner', 'small flexible solar panels'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,زما د الۍ بڼکو جاکټ ولې د واورې پروړاندې ښه کار کوي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""بڼکې د تودوخې لیږد ورو کوي"", ""طبیعي مرغابۍ موم"", ""مصنوعي ضخیم آستر"", ""کوچني لمریز پینلونه""]}"
7-163,Turbines churning seawater can be used to produce what?,"{'text': array(['a charge for appliances', 'large quantities of soup',
       'large schools of fish', 'creating some sharp cheese'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,د سمندري اوبو ټرباینونه د څه تولید لپاره کارول کیدی شي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""د برقي وسایلو لپاره چارج"", ""ډیر شوربا"", ""لویې کب ډلې"", ""یو څه تیز پنیر جوړول""]}"
9-858,What will increase when a substance absorbs solar energy?,"{'text': array(['weight', 'height', 'hotness', 'nutrition'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,کله چې یوه ماده لمریځ انرژي جذب کړي، څه به زیات شي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""وزن"", ""لوړوالی"", ""تودوخه"", ""تغذیه""]}"
1530,Which of these travels through the air?,"{'text': array(['planets', 'thoughts', 'automobile', 'music'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,د دې څخه کوم یو په هوا کې سفر کوي؟,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""سیارې"", ""فکرونه"", ""موټر"", ""موسیقي""]}"
9-993,"A company makes notebooks for college courses, so their main material is","{'text': array(['chips', 'water', 'grass', 'trees'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,یوه کمپنۍ د پوهنتون کورسونو لپاره کتابچې جوړوي، نو د هغوی اصلي مواد دا دي,"{""label"": [""A"", ""B"", ""C"", ""D""], ""text"": [""چپسونه"", ""اوبه"", ""واښه"", ""ونې""]}"
